,text,link,comments,likes,reposts,date,time,day_week
47,Святой Михаил Архангел; попирающий дьявола. Корнелианская ракушка; золото 18 карат. Около 1860 г.; Италия,https://sun1-25.userapi.com/impg/8us_4POVKxctWRJTQHT8Xb2_Gjx4SYPSDccLFA/1iwCm3n6c2w.jpg?size=495x633&quality=96&sign=a3b2d55016ef2883c3de9557b5e6b5a2&c_uniq_tag=-nEWCneNqwRbRo9a7xzaEnxhE0LN3-pI4mXp8NovLfU&type=album,6,612,88,2021-11-25,2021-11-25 16:20:00,Thursday
48,Нет; это не фотография. Это картина маслом «Зима» 1890г выдающегося пейзажиста романтика Ивана Ивановича Шишкина. Размер 125х204.,https://sun1-55.userapi.com/impg/c51BXYLnxYIbOiNadHPf5v7mHKLjf21-vomlNQ/SOFTyL0Fwow.jpg?size=2560x1440&quality=96&sign=fffe6c5e0d7d81b66252c5c6efa00a3d&c_uniq_tag=BHs4_1LiuczzdZkWv_09bGfi7nK041HgLOk9wk6fJDY&type=album,9,885,114,2021-11-25,2021-11-25 14:00:00,Thursday
49,Художник / Эндрю С. Конклин  «Отражения - Натюрморт с серебряной вазой; раковиной наутилуса и итальянскими бутылками содовой» 2021 г.,https://sun1-57.userapi.com/impg/PInYe6AnK6vMOsqpQ-HfclOSEAtr6hlXSkn4og/PWoJ1q0ABiY.jpg?size=1318x1442&quality=96&sign=93f5b35a150c3286347c287a3d581e47&c_uniq_tag=WyYtOK45x-yiPvvCTNn4Hk5v1RyZoq6SaTGfamK8w5M&type=album,2,686,93,2021-11-25,2021-11-25 12:00:00,Thursday
50,,,2,84,12,2021-11-24,2021-11-24 23:08:02,Wednesday
51,Поэтапная живопись от подмалевка жженой умброй на разбавителе до детализации. Художник / Бет Рундквист,https://sun1-17.userapi.com/impg/XsK0zlZTISvOHZa-TBnW_AJwsSA2_PvgvU9keQ/LYQAgD64icc.jpg?size=1080x1080&quality=96&sign=28bea4d4ffb84c1b8ba4b226f03854c8&c_uniq_tag=qM9Sis9UKlfi59P3FbXPLqLgbYpIxKK3L55SrTYN15Y&type=album,2,945,188,2021-11-24,2021-11-24 22:20:00,Wednesday
52,Художник / Илья Пьянков Присутствие. С 2020 года преподает в Санкт-Петербургской Академии художеств им. И. Репина ( маст. профессора В.В.Загонека) Художник пытается в простых мотивах передать свою личную историю и отношение к жизни. Работает в основном с натуры или в мастерской по впечатлению. Фотографией пользуется как вспомогательным средством для рисования силуэтов и архитектуры. Сюжет месяцами обдумывается и наблюдается; а исполняется на холсте достаточно быстро.,https://sun1-15.userapi.com/impg/t7k6EfAmSZZz3AeLi82OkUK5SndgRfZZK2Fu4w/iPZCipJy0kQ.jpg?size=1296x1600&quality=96&sign=0341b33a38ee4b92f57a36795cf8a2d3&c_uniq_tag=N1exkbJJN08IRdESnus5tJscH2gx_Y3FKbVSngcoBhw&type=album,26,894,169,2021-11-24,2021-11-24 22:00:00,Wednesday
53,Потрясающий браслет в стиле модерн Masriera & Carreras 1920-х годов.,https://sun1-25.userapi.com/impg/imrS7LWnUjpkXApSscv2quazWLNoMyVxlMOMFw/tVdjhhi6aWc.jpg?size=500x695&quality=96&sign=3aabd6b0648cde8e26b11e5a673909b9&c_uniq_tag=4Z9ZMNHyNGFDsNiD4X1jhajfnkEHjqFmAbWmYYteMkg&type=album,9,1050,148,2021-11-24,2021-11-24 20:20:00,Wednesday
54,Когда экскурсовод Вергилий.,https://sun1-57.userapi.com/impg/Pk0WwST6JSjsFD-lcijUnCN_PNtFUI1Laadcag/2UhV0NyGkdg.jpg?size=1080x1080&quality=96&sign=fb3e5e1ac623d8a996e6e33208d0f12b&c_uniq_tag=HKN9FKFDEDEcFf5LNeOF-bd0U0P7k6urkULAw9UJiLM&type=album,13,1333,283,2021-11-24,2021-11-24 18:00:00,Wednesday
55,"Тот случай; когда внутренний мир важен.  Скульптор / Дэниел Поппер. ""Процветание"".",https://sun1-55.userapi.com/impg/Kp0FWpRrS6Vdsrzy8f83LPz2VY7ru5vYYs9I5g/1Jj5M5k2X4E.jpg?size=1200x1600&quality=96&sign=80a40b3d89f45ebbc177b7d65ee8cd29&c_uniq_tag=u8311Ww9gXMaMPxju3Ndweq2_5Im5cl77w6RFSgjmkM&type=album,18,3596,565,2021-11-24,2021-11-24 16:20:00,Wednesday
56,Красиво или безвкусно?,https://sun1-90.userapi.com/impg/MsbAHvWtNbkiv-3uZLohOcZBKZcAm7cfJW4zdA/BMPAthQf7Ks.jpg?size=1125x1114&quality=96&sign=49c27490bbf31afcafb2b95a1f8daf2f&c_uniq_tag=-zUh344Wz-06nz19O4gX79x6Yuky27Ki1HXEy2xz28Y&type=album,67,507,24,2021-11-24,2021-11-24 16:00:00,Wednesday
57,BABY SHARK DOO DOO DOO DOO DOO DOO Художник / Крис Остин,https://sun1-18.userapi.com/impg/wATg-zttQdij63bO-wQwJhUv1ii5iqgJ2Ly1KQ/_8tjqh82VNU.jpg?size=1080x1104&quality=96&sign=b7bc12a51a10abfeed945c5ce2c41a92&c_uniq_tag=54y326ghVbo36VgXHNKCCeuuXPzh6km0KEDEsgWfIWM&type=album,26,1304,458,2021-11-24,2021-11-24 14:20:00,Wednesday
58,«Чай; херес и подсолнухи» Художник / Эван Уилсон Холст; масло.,https://sun1-55.userapi.com/impg/Hx1TTsi5NogWeg_HliJHdbsasXi-BdfkUstABw/QK1hRCBVLoE.jpg?size=1318x984&quality=96&sign=6420e3e26aa54d3896089f183b773026&c_uniq_tag=yfUb8kLSkX9lGd43xn1XFz6crn2EZJHIUVq5SlvlWl0&type=album,3,401,43,2021-11-24,2021-11-24 12:20:00,Wednesday
59,Пост от подписчика.  Художник / Павел Рогачев Сухая пастель; бумага А2,https://sun1-23.userapi.com/impg/Ab-UpvWtuj8LvVXk3Wq7uVyqeWw9tgjdvBIvFw/ooktx6gKSu0.jpg?size=1200x1600&quality=96&sign=97ad88312e1afe8251e90aff7adf2c68&c_uniq_tag=ZP-C8_EwoamB5xt7DTackCiOl_BqIFzHd6jRWHC03UI&type=album,9,328,28,2021-11-24,2021-11-24 10:00:00,Wednesday
60,Таалайбек Мусурманкулов проживает и работает в Санкт-Петребурге; является членом российских и киргизских творческих союзов.  Его картины наполненны теплотой. Большое впечатление на него производят родные горы; их особенный чистый воздух. Именно поэтому полотна художника такие сочные и яркие; наполненные светом и тонкой философией Востока.,https://sun1-86.userapi.com/impg/PpMXgCLM78O-0qjFwVnD1JIt_WpmPdIhW_MNSQ/QnC94rD0xPk.jpg?size=1354x960&quality=96&sign=f2bb10a6f67081302f2bf4c95a72b166&c_uniq_tag=qFTX2JkPwcBj9Lrf5uUlQs3_VKX5Ha_dkKSKZB3HLS0&type=album,3,405,53,2021-11-23,2021-11-23 22:00:00,Tuesday
61,Наблюдать за процессом живописи бесценно. Художник / Тедди Паркер,https://sun1-86.userapi.com/impg/bSLLL1TNVP6iOpTUePyLVSn6MTG_PwhN06DOCQ/kyfOcOI-828.jpg?size=1080x1080&quality=96&sign=ed3fcb5bcda41ca44279611da45c11ae&c_uniq_tag=iZA-ATj7dZ9DtNrRR56yFAulTVp65K8d2abtwJQN240&type=album,7,372,43,2021-11-23,2021-11-23 20:00:00,Tuesday
62,Подборка винтажных брошей. Описания под фото.,https://sun1-92.userapi.com/impg/-h6wwNM6O1OSEmSAfDXg32AcRVdWchVfl8T0jQ/d7bKBoK8_tA.jpg?size=1318x1318&quality=96&sign=40d3c17d95625773552c61eadf024c39&c_uniq_tag=8Fv7ZY7De7P4Sy2MUeRX5gjN73Asl3L3aAhsRBmMhqc&type=album,3,160,35,2021-11-23,2021-11-23 17:27:26,Tuesday
63,Здравствуйте; я Виктория Харченко. Показываю работы из своей китайской серии.,https://sun1-93.userapi.com/impg/DWOBKzUNyl156_GMEwaLDrfN9vlhs9qdZucOaQ/nYVirMbvxN4.jpg?size=1587x1600&quality=96&sign=340a41a6adfe4e0df672f47cc397b5a9&c_uniq_tag=faJeNeDSBIYZf8w3y2-EGtyVUyVktmfrBr5taBaoZIk&type=album,38,1220,118,2021-11-23,2021-11-23 15:00:01,Tuesday
64,Пост от подписчицы.  Художница / Олешкевич Елена. Зима. (все работы х/м),https://sun1-89.userapi.com/impg/ls1H30q6_hmHqEhfz-bI2z6iF7VJJdAJI3yzww/yH-2c0C1sk0.jpg?size=1337x1600&quality=96&sign=add24521d158687095c67923065fad14&c_uniq_tag=tf5lpa8WjPTbQQDU7Mk2IJd8k-NFTSYwny1oUkPnjd8&type=album,32,658,84,2021-11-23,2021-11-23 12:00:01,Tuesday
65,Если и рисовать на заборах; то так.,https://sun1-54.userapi.com/impg/CmgugiV8TEu3glkrVPWXQota9UPz92eD5ZTQsA/5b6vYDSl3F0.jpg?size=960x941&quality=96&sign=af4970d12fb2c9cdc840abb4141f8d1b&c_uniq_tag=Ww9RWfVIFWavw4Dr2wMLkHpqIVmj3g0EE-cFDjt7lPo&type=album,14,1268,142,2021-11-22,2021-11-22 22:00:00,Monday
66,Пост от подписчицы.  Художница / Наталья Ильина Зимняя Йошкар-Ола. Акварель.,https://sun1-22.userapi.com/impg/o8ApHvafOh-h78CJTxm8FmI1qgolamFJyIyY1g/C-ZKeCHvbko.jpg?size=1920x1269&quality=96&sign=4d4310bb65df979d8dcdd9678dec5c9d&c_uniq_tag=E3uv2eq4gNTdxbFrni4sCBHevoBy__wURPdIVJAOA-s&type=album,19,591,54,2021-11-22,2021-11-22 20:00:00,Monday
67,,,4,74,3,2021-11-22,2021-11-22 19:43:31,Monday
68,Бyдь спoкoен в бyрлящем пoтоке жизни; как статуя Шивы в Ришикеше. Да; это разные статуи в одном месте; потому что их регулярно сносит водой.,https://sun1-27.userapi.com/impg/7dcrxhuVp35y3BkW3pj9O8eRrSNheQv_QYrG0w/SiEG9gUIUgg.jpg?size=712x534&quality=96&sign=0e3207caa4f6082895a3b2613463d6ce&c_uniq_tag=e1jqiIVIIBDDfWEUYQvOAJLGWBq3AP_P4Z4FjYtJpn4&type=album,37,1212,287,2021-11-22,2021-11-22 18:00:00,Monday
69,Подборка очаровательных детенышей для вдохновения и настроения.,https://sun1-15.userapi.com/impg/T3VaJ-i0r8kYyIv21A06KyMmFPM9bN7kFflCIA/jEY4FncjA0A.jpg?size=700x993&quality=96&sign=3d3a0239b16cb2aad89e07b548db2d8e&c_uniq_tag=_5Z1OPMn0kNbsBdYJ6MwFTIWkPfH1h4F4v7tfczARPY&type=album,14,1748,1235,2021-11-22,2021-11-22 16:00:00,Monday
70,Очаровательные гусеничные лапки. 👉🏻|👈🏻 👉🏻|👈🏻 👉🏻|👈🏻 👉🏻|👈🏻,https://sun1-55.userapi.com/impg/Fi-lgxqACmEl41OyaY7mWfbXPyWr3644NLTAng/c5k5qqI1SuQ.jpg?size=1611x2014&quality=96&sign=4964ef157bb59fab00d397236a6e87d8&c_uniq_tag=loBVER0khfRxDuL85Xpm4RcYrJRhmLWzMyhrE8HaaLw&type=album,24,1535,865,2021-11-22,2021-11-22 14:00:00,Monday
71,Графические иллюстрации пером и тушью Гленна Майера.,https://sun1-90.userapi.com/impg/cYy6BQZSXOJHa-8e92Ub-Ac_qUYemxgg1t8l_g/ubXAAhUo5lk.jpg?size=750x938&quality=96&sign=f4243ed119ccf4db100ff29ff580d539&c_uniq_tag=JPQNHbK_DXgVSZDv7zllr4Q-_OxR3UiDVWF978cM6lc&type=album,4,521,96,2021-11-22,2021-11-22 12:00:00,Monday
72,Пост от подписчицы. Художница / Нино Майн Акварель; линеры 2020/2019 Присылайте свои работы в комментарии🐞,https://sun1-25.userapi.com/impg/43bdqHpnYlYRrvZY-a_9Tx0QQrc4swMr4tKrbQ/YTeZdSSd9Bo.jpg?size=1536x2048&quality=96&sign=2318fbc05db970e8412d60b32733312d&c_uniq_tag=mqpj8a3hxaqMT77C75I4azKIOh5JE6Zm_ynGyD4RW6E&type=album,8,200,28,2021-11-22,2021-11-22 10:00:00,Monday
73,Прогулка в зимнем парке. (х/м) Художник / Виктория Бондаренко.,https://sun1-29.userapi.com/impg/doZRUxHQfEGtlbpmJWacK67xpN_oAfIRtTtVHQ/ZsVEUGTpnug.jpg?size=720x544&quality=96&sign=c5e54f10f17b53ebc675b27295ff9a97&c_uniq_tag=8PI8hzJMCV8AxOrZe1PR3tnSStvPWE-eahzuKtpOoUY&type=album,5,914,88,2021-11-21,2021-11-21 23:00:00,Sunday
74,- У тебя есть хлеб? - У меня есть кое-что получше - рисунок хлеба!  Художник / Брайан Марк Тейлор,https://sun1-85.userapi.com/impg/Fe_pA0wBIe23ktB43a1SSvtb9A71ITR1e0Ll8g/lFdeSi6OZms.jpg?size=1080x1080&quality=96&sign=39fc63c6e0fa949deb06e75519ea721b&c_uniq_tag=iiPxglfR5YafljMq4iQB69h7zrxnJoBeOIHiYvZFxYQ&type=album,14,1218,146,2021-11-21,2021-11-21 22:00:00,Sunday
